artist_name,track_name,track_uri,acousticness,danceability,energy,valence,instrumentalness,key,mode,liveness,speechiness,time_signature,tempo,loudness,lyrics
Biz Markie,nobody beats the biz,5iWBGt4VV9t34xLGyTEA1W,0.076,0.8540000000000001,0.552,0.532,0.0,1.0,1.0,0.0992,0.267,4.0,97.69,-10.720999999999998,beat dance seat listen displayin rapper language sayin party people absorb info rockin party nymphomaniac brainiac doin dance record music trance hypnotize body bacardi win fightin illin partyin funky sound original fun hear runnin perform beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz doin human guarantee rock lady scream shout bind wreck body party mardi rapper toe tapper flowin hear biz markie job stutter step check speed unique sound funny carin rock latin quarter rooftop union square roseland heartthrob madison square garden rock fair jaffer center pardon talkin bout rockin love perform people clockin sayin hornet pay performance doggone lettin knowin mma highly recognize king disco makin people lot enjoyment person type employment beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz break dawn food cheap coupon catch sale retail stale hurry wic check mail shop hip hop mic eat rhythm reagan pre vote shirley chisholm sound confuse style amusing funny honey ridiculous admit thrill chill heart respect architect build science reliance rap carl lewis lap beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz swan beat biz rock beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz beat biz swan beat biz rock beat biz beat biz beat biz beat biz beat biz beat biz beat biz
Anthony Hamilton,fine again,49z8wii0SDr0tnzgFDk5c3,0.119,0.488,0.623,0.514,2.82e-05,7.0,1.0,0.118,0.179,4.0,149.97,-5.61,hey hey yeah yeah seek survival life hard feel wrong time lonely push cloud sun fine fine fine fine fine fine people waitin answer question drink joe thinkin lord life blow pass hug thug heal soul blue collar suffering lord heal fine fine fine gon yeah fine fine hey hey alright wait bright picture sunlight shine storm fine fine drink sleep night fine stomp fine hug fine alright fine fine yeah fine sunlight shine fine alright alright fine time hair worry worry fine
Airlock,drama 73,4Yr3wKhkS1gM4lSrNle4SA,0.00979,0.49,0.6679999999999999,0.23,0.276,10.0,0.0,0.15,0.029,4.0,145.909,-7.395,shelter roof fall drink dry clot blood cut set talk sing warm sun win shine rock sand serve money diamond nail pearl toe pillow chorus mirror mirror wall fair child depth womb bring earth cover reap sow trust friend foe diamond nail pearl toe pillow plastic body satisfy eye soul chorus
Bob Schneider,getting better,73V2v2rPFDskFyuHYDsJnm,0.173,0.473,0.784,0.5479999999999999,0.0,7.0,1.0,0.963,0.28800000000000003,4.0,184.346,-7.992000000000001,drivin town red cadillac sippin ice wine mixin similac feelin amazing flow century glow settin stereo nothin beat window sound city street blowin night tiger movie feeling groovy forget beautiful day nothin standin forget bee sing holdin love feel feelin amazing flow century glow widow weed crow ice chest stack wan forget feel sound forget beautiful day nothin standin forget bee sing gon wide eyed buffalo sky breathin calamity jane matter explosion eastern plain jackhammer wrap novacaine girl forget angel singe forget beautiful day nothin standin forget bird sing gon
Faithless,hem of his garment (feat. dido),0qIADKlAoLxp0cZzK7LN9x,0.774,0.605,0.495,0.255,0.00178,11.0,0.0,0.156,0.0468,3.0,136.933,-10.992,touch hem garment hard stern cruel touch hem garment mmmm mmmm mmmm mmmm mmmm mmmm mmmm mmmm mmmm mmmm touch hem garment anger tool clown fool spite pain hang love queen throw touch hem garment chair table bed house feel touch hem garment mmmm mmmm mmmm mmmm mmmm mmmm mmmm mmmm mmmm mmmm touch hem garment
Ensiferum,slayer of light,149O9QLSNPs5DVgN6qnMEb,3.26e-05,0.446,0.97,0.6779999999999999,0.757,11.0,1.0,0.0576,0.0583,4.0,102.493,-6.209,unfold mind vein poison wild stream mountain flow door unleashed endless hate burn rage green flame dwell secret cold dreadful storm frozen ocean dark land sorrow hand firewind rage sky luminious sword hunger leave alive slayer light break crush faith slay dream reclaim star tear precious tear pull surface scream fade dream fall light burn ground beneath foot vanish darkness light fall night arrive
Alejandro Fernandez,cenizas - en vivo desde el teatro real,1z5A3MZxUJaitfUTRm9LU0,0.647,0.361,0.602,0.14300000000000002,0.0,8.0,0.0,0.982,0.0426,4.0,99.884,-7.716,despuã soportar pena sentir olvido despuã dio pobre herido vuelto verme sepa desventura amargura amor igual diste tãº podrã perdonar darte diste saber cariã muerto existe rencor pretend remover ruinas misma hiciste solo cenizas hallarã amor vuelto verme sepa desventura amargura amor igual diste tãº podrã perdonar darte diste saber cariã muerto existe rencor pretend remover ruinas misma hiciste solo cenizas hallarã amor solo cenizas hallarã amor
Al Stewart,lord salisbury,5VRIEGy3YqfhD1bnE2ze9F,0.115,0.693,0.499,0.643,2.2e-05,2.0,1.0,0.0404,0.0379,4.0,160.11,-9.273,lord salisbury spend life isolation girdle emerald fear lamp lit square ebb survival lord salisbury time government sit contemplation prime fear fog bind ship icy bay survival mantelpiece silver clock count hour win evening set forget day window iron wheel cobble mews change lord salisbury read news paper table path choose fear fleet steel wave grey survival queen linger fade distant bell oscar wilde prison cell lament bright day window red flag fly meeting change lord salisbury spend life isolation girdle emerald fear lonesome modern day survival
a-ha,under the makeup,7iXiYzCAYbcUhpY4vDVm2L,0.0287,0.311,0.654,0.557,0.000206,2.0,1.0,0.166,0.0335,4.0,140.234,-5.327000000000001,pretend heart stone shape wind boulder slowly mold time makeup worry vanish hold time tenderness escape easily makeup worry vanish hold time makeup worry vanish touch time makeup
Archive,bright lights,3IgEBvsRPG9YlK0VO2ABvO,0.7070000000000001,0.54,0.217,0.101,0.00926,9.0,0.0,0.103,0.0321,4.0,94.505,-19.503,hurt feel hurt hear hurt hurt hide hurt touch hurt wake hurt remember hurt hold head hurt relentless hurt emptiness hurt hurt hurt hurt kill head
The Erwins,only faith can see,1UZLrijEnYw9xy3rXEwhr1,0.0597,0.457,0.536,0.233,0.0,6.0,1.0,0.0797,0.0266,4.0,76.943,-6.865,life trouble share pain day struggle stay wave god break lift weary head strong mountain faith mountain water faith walk moment trust faith fear doubt grip heart dream tear horizon morning break life eye faith mountain faith mountain water faith walk moment trust faith bridge mighty wall crumble walk wave blind eye stone roll mountain faith mountain water faith walk moment trust faith
999,fun thing,0lKUcgqK0ejkWCbi6IZatb,9.31e-05,0.153,0.915,0.141,0.0079,2.0,0.0,0.61,0.0554,4.0,150.674,-8.141,fun play toy fun easy cut loose wild wild cut loose wild wild fun wild cut loose wild wild cut loose wild wild walk walk choose choose talk talk fun life fun change cut loose wild wild cut loose wild wild fun fun fun
Acumen Nation,bleed for you,4hhU2GrQuQtD0EIWp56FVs,0.00014,0.599,0.8859999999999999,0.442,0.473,11.0,0.0,0.0842,0.0396,4.0,112.013,-6.507999999999999,stare space barely table chew swallow spit forget english language abuse yesterday blackout swallow afternoon lie lie loud breathe crash burn bleed stay alive stay alive reason picture presence collect goal asphyxiate love pastime piece traction taste limb lift floor time forget choice lie lie
Face To Face,chesterfield king,36lIY9PaQh7E53spzBZ8xe,0.0003,0.469,0.984,0.197,2.77e-06,4.0,0.0,0.32,0.0679,4.0,104.051,-4.239,stand laugh loud suddenly laughter catch eye eye sit floor sit close smell touch lot scare leave house kick ing shelf guess gamble type lose lose time parking lot toothless woman dime chesterfield lean kiss cheek scared fel feel sweet glue chick sit smoke wall drank beer feel chill fall fall drive hill house drive fast wind cool wait step steam ur breath water eye pull parkas cling lawn kiss chick smoke hand chesterfield king hold hand watch trace palm palm drive hill house drive fast wind cool wait step steam breath water eye pull parkas cling lawn kiss
The Birthday Party,kiss me black,4tRW81l2Aiol7FHAdFZ8WA,0.000797,0.342,0.955,0.043,0.0499,0.0,1.0,0.617,0.0465,4.0,85.742,-13.193,hey hey hey hey stink throw succubus feed incubus brung saprophagous kiss black black pit dog kick sleep swastika winner cos sinner kiss black sail ship kiss black black drown
Band of Horses,knock knock,7HY9UpklQZu7DZFHVesRUD,2.08e-05,0.413,0.769,0.411,0.00468,1.0,1.0,0.141,0.033,4.0,147.153,-10.324000000000002,wait appearness leave late greatness achieve darkness defeat ram shack crew prove truck blow nee time reserve safe chill glory star fall wall hour knock doorway nee knock door knock door knock door knock door ooh ooh ooh ooh gon green rove wrong win fine win doorway nee knock doorway hey nee knock door knock door knock door knock door knock door knock door knock door knock door knock door ooh ooh ooh ooh
From Autumn To Ashes,delusions of grandeur,4FvW8LcUhNPTc3sLLqtyti,8.54e-06,0.489,0.95,0.298,0.0959,7.0,0.0,0.28,0.0711,4.0,136.01,-5.8260000000000005,press business comfort expensive hot shot pigeon death sentence pistol polish bright leave holster save life meaning alive message subscribe alive set sun hour mile marker punctuate shoulder harbor delusion grandeur canva stretch prime priceless waste time meaning alive message subscribe alive time alive complaining alive live live comfortably drift drift aimlessly stay stay stay busy stay busy endless trip meaning alive message subscribe alive time alive complaining alive
Céline Dion,at seventeen,5QgduPDjtkHFZKPPHEYz8I,0.599,0.7509999999999999,0.481,0.342,0.0,0.0,1.0,0.077,0.0378,4.0,114.059,-8.244,learn truth seventeen love beauty queen school girl skinned smile marry retire valentine friday night charade youth spend beautiful seventeen learn truth ravage lack social grace desperately remain invent lover phone dance murmur vague obscenity seventeen brown eyed girl hand pronounce pity serve deserve rich relationed hometown queen marrie guarantee company elderly remember win game lose love seek gain debenture quality dubious integrity town eye gape dull surprise payment exceed account receive seventeen pain valentine choose basketball dream ugly duck girl play game cheat solitaire invent lover phone repent life unknown dance murmur vague obscenity ugly girl seventeen
Del Amitri,funny way to win,0BKa5jZuCXIGfK0Olgfm1I,0.0323,0.257,0.973,0.255,0.000417,7.0,0.0,0.0683,0.146,4.0,193.161,-5.482,play bleed role god win suspend belief game lose funny win funny win drag people hold break heart cheap cartoon sucker game lose funny win yeah funny win serve esteem nerve game lose funny win lose funny win lose yeah funny win
Fifth Harmony,no way,6PXjxSLBBs0zwWKKr8hoCE,0.187,0.605,0.872,0.461,0.00012,11.0,1.0,0.11,0.302,4.0,89.738,-6.122000000000001,rain audience crazy ignore opinion hate rest friend insanity scar love perfect belong unashamed perfect eye soul core tarnished hero audience crazy ignore opinion hate rest friend insanity scar love perfect belong unashamed perfect
Elliott Smith,alphabet town,5A5q93kc6Lpf5gCIV45G9v,0.0805,0.422,0.208,0.247,0.00345,4.0,0.0,0.226,0.0293,4.0,155.234,-16.468,alphabet city haunt constantina feel win wrong wrong wrong throw shoot alphabet town repeat hear mind hand arm hand arm hand arm pronounce alphabet town alphabet town mind win wrong ready alphabet town alphabet town
Digital Underground,rumpty rump,67RivzyGRIy8qrPo3N2QuH,0.968,0.7140000000000001,0.242,0.706,0.0,0.0,1.0,0.131,0.442,3.0,88.25200000000002,-17.424,ight whatcha doin ruin image style funny makin money hope ready gather fool town sound lay underground drink hennessey shelf introduce humpty pronounce umpty lady funk thee rapper bump thee steppin tall humpty dumpty gon fall stereo pump rhyme beat funky spunky oatmeal lumpy sick wit dis straight gangsta mack ridiculous eat cracker licorice hey fat girl ticklish yeah fat skinny gettin busy freak girl boom busy burger king bathroom crazy amaze thee ugly faze gettin girl pant dance chorus humpty dance chance hump humpty hump humpty hump humpty hump watch humpty hump doin doin humpty hump humpty hump humpty hump people humpty funny lookin cookin stare glare constantly compare floor girl adore lady bein humpty nose tickle rear nose ashamed pickle gettin pay lay lady charge livin nose stupid shoot arrow cupid word nothin looptid sing doowhutchalike grab biscuit bite yeah guess obvious write humpty chance gon dance chorus yeah break hear bit bass groove yeah bit bit dance real easy check limp leg break shakin twitchin kinda smokin crazy wack funky people hammer crack humpty body motion suppose fit convulsion play game dance humpty hump people pain humpin funkin jumpin jig shakin rump dude chump pump finger stump step doin hump chorus black people humpty hump humpty hump white people humpty hump humpty hump puerto rican humpty hump doin hump samoan humpty hump humpty hump stupid chorus yeah break underground house send shout doin humpty dance lady peace humptiness
Anointed,in the need of love,3MyaocQEPNjSaYCsJu3od9,0.155,0.769,0.792,0.86,1.03e-06,5.0,0.0,0.217,0.0445,4.0,114.976,-8.527999999999999,day learnin compare gon successful feel surround fine share doubt moment turnaround life reach hand stand love love love incomprehensible tear fall people lose gon sunshine rain feel sky gon incomprehensible future hold heart build love rise dream reach hand stand love love love love stretch measure love heart treasure love incomprehensible set guide light love love hey love love hey love love hey love love hey
Blue Cheer,sex soldier,7km1NGxXmP0GalrpudDRAI,0.00825,0.382,0.823,0.619,5.15e-05,9.0,0.0,0.0793,0.0479,4.0,143.09799999999996,-9.355,dickie peterson dieter saller oooh yeah alright sex soldier degree rank gon hard alive dark hour dream power love danger cryin child love fast love wild sex soldier degree sex soldier sex soldier power soul pride rock roll tough day day notion motion sex soldier real commotion live fast live loose choose bless heart bless soul heart rock roll sex soldier degree sex soldier sex soldier power soul pride rock roll tough day day notion motion sex soldier real commotion pressure blow soul hot sweat cheap perfume leg draw alive dark hour dream lord power sex soldier degree rank gon hard hard allll
Circle Jerks,american way,3nOd0QJgataHj1h3bYU3Of,0.0007160000000000001,0.529,0.922,0.723,0.00284,0.0,0.0,0.0902,0.0457,4.0,93.002,-8.5,live usa care package sell shine shine piece market share wave american flag spirit dollar usa sign time wrong wonderful live freedom friday night fight live usa win swear bible push sell boy boy child prayer school food mouth buying salvation fly lear jet nation live usa care sell commercialize prime time celebrate reconstruction statue liberty sell beer soft drink american justify alright wave red white blue
Beyoncé,disappear,1jPWFjw67CZH67LYhvFOGW,0.128,0.4920000000000001,0.348,0.206,0.0,5.0,1.0,0.326,0.0301,4.0,78.41199999999998,-10.675999999999998,beg change sky tonight light wait hope drift care share reach feel disappear disappear disappear disappear disappear disappear disappear disappear lie hear voice heart stay faithful time time pass feel care share reach feel disappear disappear disappear disappear disappear disappear disappear disappear disappear disappear disappear disappear disappear sign time ready start life love ready care share reach feel disappear disappear disappear disappear disappear
12 Rounds,me again,52lh2io9K7WjQEJHynaFeJ,0.031,0.477,0.903,0.457,0.441,9.0,1.0,0.0862,0.0397,4.0,162.112,-4.737,red dead night wait head spin feel eat fall fall easy hear crawl knee scream door touch bleed fall fall star fodder feed scream door blown real hold dream leave scream door
Casely,burn it up,2fysZlNHXOadLPVIgl8zPa,0.16699999999999998,0.6859999999999999,0.684,0.888,0.0,9.0,0.0,0.363,0.0641,4.0,125.098,-7.292000000000002,rock ahh ahh sir yeah baby shawty play game tonight feel mma mind summer girl physical tired watch yah boy play mma light fool leave retire mma match yah burn girl burn burn burn burn burn burn burn stuff mami wan lookin crowd yah trynna cool time feel touch burn burn burn burn ride dark light lead body tellin feel love sweating quarter shawty heat pushin boy play mma light fool leave retire mma match yah hey casely gotcha homie yah burn david rush gettin hot clothe clothe hip girl hot tumuli body wan pay favorite hobby girl burn rough yeah crib highway layin burn burn burn burn wan yah burn burn burn stuff mami wan lookin crowd trynna cool time feel touch burn burn burn burn ride burn burn burn burn
